Trade #,Type,Date and time,Signal,Price JPY,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
15,Exit short,2024-12-30 08:00:00,[ExitS rA:63 R:17 V:3.05 B:0.2 M:- ST:D CH:5 CF:- MI:23 SK:15 PS:D SQ:0 LC:-0.5],196.8,1000,197850,6.52,0.52,7.22,0.58,-0.06,0.00,28.02,2.80
15,Entry short,2024-12-30 05:00:00,[R001S rA:41 R:22 V:0.41 B:0.05 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0 LC:-0.39],197.85,1000,197850,6.52,0.52,7.22,0.58,-0.06,0.00,28.02,2.80
16,Exit short,2024-12-30 15:00:00,[ExitS rA:76 R:39 V:0.79 B:0.5 M:+ ST:D CH:29 CF:- MI:52 SK:50 PS:D SQ:0 LC:-0.67],196.9,1000,196850,-0.44,-0.04,0,0.00,-0.38,-0.03,27.58,2.76
16,Entry short,2024-12-30 15:00:00,[R001S rA:33 R:30 V:1.39 B:0.24 M:+ ST:D CH:26 CF:- MI:48 SK:25 PS:D SQ:0 LC:-0.26],196.85,1000,196850,-0.44,-0.04,0,0.00,-0.38,-0.03,27.58,2.76
17,Exit long,2025-01-01 16:00:00,[ExitL rA:41 R:69 V:1.12 B:0.82 M:+ ST:U CH:8 CF:+ MI:79 SK:85 PS:U SQ:0 LC:0.37],197.3,1000,197350,-0.44,-0.04,0.25,0.02,-0.38,-0.03,27.13,2.71
17,Entry long,2025-01-01 15:00:00,[R001L rA:33 R:77 V:0.29 B:1 M:+ ST:U CH:5 CF:+ MI:81 SK:100 PS:U SQ:0 LC:0.24],197.35,1000,197350,-0.44,-0.04,0.25,0.02,-0.38,-0.03,27.13,2.71
18,Exit short,2025-01-02 07:00:00,[ExitS rA:51 R:17 V:5.37 B:0.2 M:- ST:D CH:5 CF:- MI:46 SK:15 PS:D SQ:0 LC:-0.3],194.6,1000,195050,2.73,0.22,3.11,0.25,-0.06,0.00,29.87,2.99
18,Entry short,2025-01-02 05:00:00,[R001S rA:53 R:10 V:0.87 B:0.04 M:- ST:D CH:3 CF:- MI:31 SK:0 PS:D SQ:0 LC:-0.33],195.05,1000,195050,2.73,0.22,3.11,0.25,-0.06,0.00,29.87,2.99
19,Exit long,2025-01-06 09:00:00,[ExitL rA:36 R:72 V:1.6 B:0.8 M:+ ST:U CH:5 CF:+ MI:89 SK:85 PS:U SQ:0 LC:0.26],197.25,1000,197150,0.51,0.04,1.21,0.10,-0.06,0.00,30.38,3.04
19,Entry long,2025-01-06 08:00:00,[R001L rA:33 R:78 V:0.58 B:0.95 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0 LC:0.22],197.15,1000,197150,0.51,0.04,1.21,0.10,-0.06,0.00,30.38,3.04
20,Exit short,2025-01-07 13:00:00,[ExitS rA:82 R:28 V:0.26 B:0.19 M:- ST:D CH:5 CF:- MI:2 SK:14 PS:D SQ:0 LC:-0.6],197.15,1000,197300,0.83,0.07,1.52,0.12,-0.06,0.00,31.2,3.12
20,Entry short,2025-01-07 08:00:00,[R001S rA:73 R:26 V:1.17 B:0.06 M:- ST:D CH:11 CF:- MI:15 SK:0 PS:D SQ:0 LC:-0.56],197.3,1000,197300,0.83,0.07,1.52,0.12,-0.06,0.00,31.2,3.12
21,Exit short,2025-01-08 22:00:00,[ExitS rA:43 R:26 V:2.39 B:0.2 M:- ST:D CH:5 CF:- MI:29 SK:15 PS:D SQ:0 LC:-0.39],194.85,1000,195500,3.98,0.32,4.36,0.35,-0.43,-0.03,35.19,3.52
21,Entry short,2025-01-08 17:00:00,[R001S rA:32 R:38 V:1.28 B:0.35 M:+ ST:D CH:38 CF:- MI:33 SK:0 PS:D SQ:0 LC:-0.25],195.5,1000,195500,3.98,0.32,4.36,0.35,-0.43,-0.03,35.19,3.52
22,Exit long,2025-01-09 15:00:00,[ExitL rA:45 R:62 V:0.37 B:0.82 M:+ ST:U CH:5 CF:+ MI:97 SK:81 PS:U SQ:0 LC:0.23],194.55,1000,194600,-0.44,-0.04,0.53,0.04,-0.38,-0.03,34.75,3.47
22,Entry long,2025-01-09 12:00:00,[R001L rA:37 R:69 V:0.37 B:0.99 M:+ ST:U CH:5 CF:+ MI:78 SK:100 PS:U SQ:0 LC:0.05],194.6,1000,194600,-0.44,-0.04,0.53,0.04,-0.38,-0.03,34.75,3.47
23,Exit short,2025-01-10 10:00:00,[ExitS rA:51 R:17 V:3.28 B:0.2 M:- ST:D CH:5 CF:- MI:27 SK:15 PS:D SQ:0 LC:-0.32],192.7,1000,193700,6.2,0.51,6.89,0.56,-0.06,0.00,40.95,4.09
23,Entry short,2025-01-10 06:00:00,[R001S rA:33 R:21 V:0.99 B:0.07 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0 LC:-0.04],193.7,1000,193700,6.2,0.51,6.89,0.56,-0.06,0.00,40.95,4.09
24,Exit long,2025-01-13 17:00:00,[ExitL rA:36 R:83 V:4.77 B:0.8 M:+ ST:U CH:5 CF:+ MI:61 SK:85 PS:U SQ:0 LC:0.13],192.35,1000,191200,7.18,0.59,7.87,0.65,-0.06,0.00,48.12,4.81
24,Entry long,2025-01-13 07:00:00,[R001L rA:36 R:77 V:1.32 B:0.95 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0 LC:0.05],191.2,1000,191200,7.18,0.59,7.87,0.65,-0.06,0.00,48.12,4.81
25,Exit long,2025-01-14 08:00:00,[ExitL rA:77 R:69 V:1.88 B:0.8 M:+ ST:U CH:5 CF:+ MI:83 SK:85 PS:U SQ:0 LC:0.67],192.6,1000,192600,-0.12,-0.01,0.57,0.05,-0.06,0.00,48,4.80
25,Entry long,2025-01-14 07:00:00,[R001L rA:33 R:76 V:0.76 B:0.95 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0 LC:0.2],192.6,1000,192600,-0.12,-0.01,0.57,0.05,-0.06,0.00,48,4.80
26,Exit short,2025-01-15 12:00:00,[ExitS rA:75 R:26 V:4.11 B:0.2 M:- ST:D CH:5 CF:- MI:30 SK:18 PS:D SQ:0 LC:-0.67],191.35,1000,191550,1.14,0.09,1.98,0.16,-0.06,0.00,49.14,4.91
26,Entry short,2025-01-15 08:00:00,[R001S rA:32 R:24 V:0.72 B:0.03 M:- ST:D CH:3 CF:- MI:0 SK:0 PS:D SQ:0 LC:-0.19],191.55,1000,191550,1.14,0.09,1.98,0.16,-0.06,0.00,49.14,4.91
27,Exit long,2025-01-20 10:00:00,[ExitL rA:39 R:77 V:6.54 B:0.8 M:+ ST:U CH:5 CF:+ MI:43 SK:85 PS:U SQ:0 LC:0.16],191.45,1000,191050,2.44,0.20,2.82,0.23,-0.06,0.00,51.58,5.16
27,Entry long,2025-01-20 05:00:00,[R001L rA:35 R:78 V:0.83 B:0.98 M:+ ST:U CH:3 CF:- MI:83 SK:100 PS:U SQ:0 LC:0.05],191.05,1000,191050,2.44,0.20,2.82,0.23,-0.06,0.00,51.58,5.16
28,Exit long,2025-01-21 16:00:00,[ExitL rA:53 R:78 V:1.16 B:0.8 M:+ ST:U CH:8 CF:+ MI:92 SK:85 PS:U SQ:0 LC:0.42],192.05,1000,191500,3.41,0.28,4.12,0.33,-0.06,0.00,54.99,5.50
28,Entry long,2025-01-21 08:00:00,[R001L rA:33 R:74 V:0.53 B:0.98 M:+ ST:U CH:3 CF:+ MI:95 SK:100 PS:U SQ:0 LC:0.22],191.5,1000,191500,3.41,0.28,4.12,0.33,-0.06,0.00,54.99,5.50
29,Exit long,2025-01-22 13:00:00,[ExitL rA:59 R:71 V:3.98 B:0.81 M:+ ST:U CH:23 CF:+ MI:45 SK:73 PS:U SQ:0 LC:0.56],192.85,1000,192800,0.2,0.02,1.08,0.09,-0.06,0.00,55.19,5.52
29,Entry long,2025-01-22 08:00:00,[R001L rA:32 R:77 V:0.32 B:0.91 M:+ ST:U CH:18 CF:+ MI:67 SK:100 PS:U SQ:0 LC:0.16],192.8,1000,192800,0.2,0.02,1.08,0.09,-0.06,0.00,55.19,5.52
30,Exit short,2025-01-27 10:00:00,[ExitS rA:45 R:37 V:1.65 B:0.27 M:- ST:D CH:18 CF:+ MI:57 SK:20 PS:D SQ:0 LC:-0.3],192.55,1000,192650,0.52,0.04,1.22,0.10,-0.06,0.00,55.71,5.57
30,Entry short,2025-01-27 07:00:00,[R001S rA:33 R:37 V:0.64 B:0.46 M:+ ST:D CH:19 CF:+ MI:83 SK:33 PS:D SQ:0 LC:-0.09],192.65,1000,192650,0.52,0.04,1.22,0.10,-0.06,0.00,55.71,5.57
31,Exit short,2025-01-29 08:00:00,[ExitS rA:37 R:29 V:2.32 B:0.18 M:- ST:D CH:10 CF:- MI:15 SK:15 PS:D SQ:0 LC:-0.12],192.7,1000,192650,-0.45,-0.04,0.26,0.02,-0.38,-0.03,55.26,5.53
31,Entry short,2025-01-29 06:00:00,[R001S rA:38 R:21 V:1.08 B:0.02 M:- ST:D CH:7 CF:- MI:2 SK:0 PS:D SQ:0 LC:-0.15],192.65,1000,192650,-0.45,-0.04,0.26,0.02,-0.38,-0.03,55.26,5.53
32,Exit short,2025-01-30 16:00:00,[ExitS rA:38 R:30 V:1.04 B:0.19 M:- ST:D CH:5 CF:- MI:8 SK:15 PS:D SQ:0 LC:-0.35],191.55,1000,191500,-0.45,-0.04,0.26,0.02,-0.39,-0.03,54.81,5.48
32,Entry short,2025-01-30 15:00:00,[R001S rA:34 R:22 V:0.14 B:0.04 M:- ST:D CH:3 CF:- MI:0 SK:0 PS:D SQ:0 LC:-0.3],191.5,1000,191500,-0.45,-0.04,0.26,0.02,-0.39,-0.03,54.81,5.48
33,Exit long,2025-01-31 10:00:00,[ExitL rA:59 R:74 V:2.24 B:0.8 M:+ ST:U CH:5 CF:+ MI:82 SK:85 PS:U SQ:0 LC:0.36],192.7,1000,192550,0.85,0.07,1.56,0.12,-0.06,0.00,55.66,5.57
33,Entry long,2025-01-31 08:00:00,[R001L rA:57 R:79 V:0.9 B:0.92 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0 LC:0.33],192.55,1000,192550,0.85,0.07,1.56,0.12,-0.06,0.00,55.66,5.57
34,Exit long,2025-02-03 08:00:00,[ExitL rA:45 R:78 V:1.76 B:0.8 M:+ ST:U CH:5 CF:+ MI:85 SK:85 PS:U SQ:0 LC:0.36],191.95,1000,191500,2.78,0.22,3.48,0.28,-0.06,0.00,58.44,5.84
34,Entry long,2025-02-03 07:00:00,[R001L rA:33 R:77 V:0.68 B:1.02 M:+ ST:U CH:8 CF:+ MI:54 SK:100 PS:U SQ:0 LC:0.17],191.5,1000,191500,2.78,0.22,3.48,0.28,-0.06,0.00,58.44,5.84
35,Exit long,2025-02-03 17:00:00,[ExitL rA:55 R:80 V:1.95 B:0.8 M:+ ST:U CH:5 CF:+ MI:82 SK:85 PS:U SQ:0 LC:0.5],192.95,1000,192200,4.72,0.38,5.43,0.44,-0.06,0.00,63.16,6.32
35,Entry long,2025-02-03 13:00:00,[R001L rA:32 R:73 V:0.25 B:0.99 M:+ ST:U CH:16 CF:- MI:60 SK:100 PS:U SQ:0 LC:0.3],192.2,1000,192200,4.72,0.38,5.43,0.44,-0.06,0.00,63.16,6.32
36,Exit short,2025-02-05 08:00:00,[ExitS rA:36 R:23 V:2.99 B:0.2 M:- ST:D CH:5 CF:- MI:31 SK:15 PS:D SQ:0 LC:-0.22],190.55,1000,191000,2.79,0.23,3.5,0.28,-0.06,0.00,65.95,6.59
36,Entry short,2025-02-05 07:00:00,[R001S rA:33 R:25 V:0.38 B:0 M:- ST:D CH:5 CF:- MI:23 SK:0 PS:D SQ:0 LC:-0.18],191,1000,191000,2.79,0.23,3.5,0.28,-0.06,0.00,65.95,6.59
37,Exit short,2025-02-06 17:00:00,[ExitS rA:55 R:29 V:0.71 B:0.17 M:- ST:D CH:11 CF:- MI:24 SK:17 PS:D SQ:0 LC:-0.48],188,1000,188200,1.2,0.10,1.92,0.15,-0.06,0.00,67.14,6.71
37,Entry short,2025-02-06 15:00:00,[R001S rA:33 R:29 V:0.36 B:0.1 M:- ST:D CH:26 CF:- MI:20 SK:0 PS:D SQ:0 LC:-0.09],188.2,1000,188200,1.2,0.10,1.92,0.15,-0.06,0.00,67.14,6.71
38,Exit short,2025-02-07 12:00:00,[ExitS rA:44 R:45 V:3.66 B:0.61 M:+ ST:D CH:26 CF:+ MI:76 SK:50 PS:D SQ:0 LC:-0.34],187.85,1000,187850,-0.12,-0.01,0,0.00,-0.39,-0.03,67.02,6.70
38,Entry short,2025-02-07 11:00:00,[R001S rA:36 R:38 V:0.87 B:0.46 M:+ ST:D CH:19 CF:+ MI:69 SK:33 PS:D SQ:0 LC:-0.16],187.85,1000,187850,-0.12,-0.01,0,0.00,-0.39,-0.03,67.02,6.70
39,Exit short,2025-02-10 17:00:00,[ExitS rA:35 R:35 V:1.07 B:0.25 M:- ST:D CH:33 CF:- MI:52 SK:27 PS:D SQ:0 LC:-0.13],187.75,1000,187700,-0.45,-0.04,0.27,0.02,-0.39,-0.03,66.57,6.66
39,Entry short,2025-02-10 15:00:00,[R001S rA:36 R:28 V:0.17 B:0.11 M:- ST:D CH:36 CF:- MI:47 SK:0 PS:D SQ:0 LC:-0.15],187.7,1000,187700,-0.45,-0.04,0.27,0.02,-0.39,-0.03,66.57,6.66
40,Exit long,2025-02-11 21:00:00,[ExitL rA:67 R:85 V:2.86 B:0.8 M:- ST:U CH:5 CF:+ MI:78 SK:85 PS:U SQ:0 LC:0.53],191.15,1000,190050,7.09,0.57,7.8,0.63,-0.06,0.00,73.65,7.37
40,Entry long,2025-02-11 15:00:00,[R001L rA:41 R:89 V:0.24 B:0.9 M:- ST:U CH:11 CF:+ MI:79 SK:100 PS:U SQ:0 LC:0.25],190.05,1000,190050,7.09,0.57,7.8,0.63,-0.06,0.00,73.65,7.37
41,Exit long,2025-02-12 10:00:00,[ExitL rA:93 R:82 V:0.56 B:0.8 M:+ ST:U CH:5 CF:+ MI:95 SK:85 PS:U SQ:0 LC:0.65],192.45,1000,191400,6.76,0.54,7.48,0.60,-0.06,0.00,80.41,8.04
41,Entry long,2025-02-12 06:00:00,[R001L rA:83 R:72 V:0.51 B:0.95 M:- ST:U CH:35 CF:+ MI:86 SK:100 PS:U SQ:0 LC:0.64],191.4,1000,191400,6.76,0.54,7.48,0.60,-0.06,0.00,80.41,8.04
42,Exit long,2025-02-18 15:00:00,[ExitL rA:78 R:72 V:0.31 B:0.81 M:+ ST:U CH:8 CF:+ MI:95 SK:85 PS:U SQ:0 LC:0.57],192,1000,191900,0.53,0.04,1.25,0.10,-0.06,0.00,80.94,8.09
42,Entry long,2025-02-18 14:00:00,[R001L rA:63 R:76 V:0.16 B:0.93 M:+ ST:U CH:11 CF:+ MI:89 SK:100 PS:U SQ:0 LC:0.33],191.9,1000,191900,0.53,0.04,1.25,0.10,-0.06,0.00,80.94,8.09
43,Exit short,2025-02-19 18:00:00,[ExitS rA:42 R:18 V:1.64 B:0.2 M:- ST:D CH:5 CF:- MI:17 SK:15 PS:D SQ:0 LC:-0.41],189.7,1000,190300,3.83,0.31,4.56,0.36,-0.06,0.00,84.78,8.48
43,Entry short,2025-02-19 16:00:00,[R001S rA:41 R:15 V:0.21 B:0.08 M:- ST:D CH:11 CF:- MI:45 SK:0 PS:D SQ:0 LC:-0.41],190.3,1000,190300,3.83,0.31,4.56,0.36,-0.06,0.00,84.78,8.48
44,Exit short,2025-02-21 13:00:00,[ExitS rA:79 R:16 V:1.18 B:0.2 M:- ST:D CH:5 CF:- MI:8 SK:15 PS:D SQ:0 LC:-0.61],188.45,1000,189900,9.56,0.75,10.29,0.81,-0.06,0.00,94.34,9.43
44,Entry short,2025-02-21 06:00:00,[R001S rA:62 R:30 V:0.39 B:0.11 M:- ST:D CH:18 CF:- MI:46 SK:0 PS:D SQ:0 LC:-0.57],189.9,1000,189900,9.56,0.75,10.29,0.81,-0.06,0.00,94.34,9.43
45,Exit long,2025-02-26 08:00:00,[ExitL rA:42 R:71 V:0.47 B:0.8 M:+ ST:U CH:5 CF:+ MI:97 SK:85 PS:U SQ:0 LC:0.32],189.65,1000,189700,-0.46,-0.04,0.27,0.02,-0.4,-0.03,93.88,9.39
45,Entry long,2025-02-26 07:00:00,[R001L rA:33 R:80 V:0.92 B:0.95 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0 LC:0.15],189.7,1000,189700,-0.46,-0.04,0.27,0.02,-0.4,-0.03,93.88,9.39
46,Exit short,2025-02-28 11:00:00,[ExitS rA:81 R:29 V:0.74 B:0.2 M:- ST:D CH:5 CF:- MI:7 SK:15 PS:D SQ:0 LC:-0.66],188.95,1000,189200,1.54,0.12,2.27,0.18,-0.06,0.00,95.42,9.54
46,Entry short,2025-02-28 10:00:00,[R001S rA:34 R:30 V:0.45 B:0.02 M:- ST:D CH:3 CF:- MI:37 SK:0 PS:D SQ:0 LC:-0.24],189.2,1000,189200,1.54,0.12,2.27,0.18,-0.06,0.00,95.42,9.54
47,Exit short,2025-03-03 18:00:00,[ExitS rA:42 R:22 V:1.22 B:0.2 M:- ST:D CH:5 CF:- MI:9 SK:15 PS:D SQ:0 LC:-0.3],189.25,1000,189700,2.88,0.23,3.61,0.28,-0.06,0.00,98.3,9.83
47,Entry short,2025-03-03 15:00:00,[R001S rA:31 R:23 V:0.63 B:0.11 M:+ ST:D CH:37 CF:- MI:42 SK:0 PS:D SQ:0 LC:-0.04],189.7,1000,189700,2.88,0.23,3.61,0.28,-0.06,0.00,98.3,9.83
48,Exit short,2025-03-04 08:00:00,[ExitS rA:69 R:23 V:1.4 B:0.2 M:- ST:D CH:5 CF:- MI:11 SK:15 PS:D SQ:0 LC:-0.47],188.7,1000,188900,1.21,0.10,1.94,0.15,-0.06,0.00,99.51,9.95
48,Entry short,2025-03-04 05:00:00,[R001S rA:62 R:18 V:0.55 B:0.09 M:- ST:D CH:0 CF:- MI:0 SK:0 PS:D SQ:0 LC:-0.46],188.9,1000,188900,1.21,0.10,1.94,0.15,-0.06,0.00,99.51,9.95
49,Exit long,2025-03-04 15:00:00,[ExitL rA:38 R:80 V:1.19 B:0.8 M:+ ST:U CH:5 CF:+ MI:88 SK:85 PS:U SQ:0 LC:0.35],191.6,1000,190950,4.21,0.33,4.62,0.36,-0.06,0.00,103.72,10.37
49,Entry long,2025-03-04 13:00:00,[R001L rA:34 R:79 V:0.37 B:0.89 M:- ST:U CH:37 CF:+ MI:39 SK:100 PS:U SQ:0 LC:0.31],190.95,1000,190950,4.21,0.33,4.62,0.36,-0.06,0.00,103.72,10.37
50,Exit short,2025-03-05 07:00:00,[ExitS rA:53 R:36 V:0.35 B:0.18 M:- ST:D CH:8 CF:- MI:3 SK:15 PS:D SQ:0 LC:-0.42],191.1,1000,191150,0.21,0.02,0.94,0.07,-0.06,0.00,103.93,10.39
50,Entry short,2025-03-05 05:00:00,[R001S rA:41 R:33 V:0.53 B:-0.01 M:- ST:D CH:15 CF:+ MI:52 SK:0 PS:D SQ:0 LC:-0.19],191.15,1000,191150,0.21,0.02,0.94,0.07,-0.06,0.00,103.93,10.39
51,Exit long,2025-03-09 14:00:00,[ExitL rA:75 R:76 V:0.03 B:0.8 M:+ ST:U CH:5 CF:+ MI:100 SK:85 PS:U SQ:0 LC:0.49],191.2,1000,190950,1.56,0.12,2.3,0.18,-0.06,0.00,105.49,10.55
51,Entry long,2025-03-07 10:00:00,[R001L rA:69 R:80 V:0.68 B:0.92 M:+ ST:U CH:0 CF:+ MI:100 SK:100 PS:U SQ:0 LC:0.49],190.95,1000,190950,1.56,0.12,2.3,0.18,-0.06,0.00,105.49,10.55
52,Exit long,2025-03-11 09:00:00,[ExitL rA:50 R:52 V:0.94 B:0.38 M:- ST:U CH:26 CF:- MI:39 SK:50 PS:U SQ:0 LC:0.43],190.8,1000,190850,-0.47,-0.04,0,0.00,-0.4,-0.03,105.02,10.50
